[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 0.02%, 11MiB / 3.871GiB, 0.28%, 108MB / 77.6MB, 0B / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.21%, 5.875MiB / 125MiB, 4.70%, 436kB / 248kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.61%, 12.46MiB / 3.871GiB, 0.31%, 76.1MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.61%, 11MiB / 3.871GiB, 0.28%, 109MB / 78.2MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 132kB / 219kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.15%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.40%, 27.16MiB / 500MiB, 5.43%, 1.73MB / 307kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.25%, 5.875MiB / 125MiB, 4.70%, 436kB / 248kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.38%, 12.46MiB / 3.871GiB, 0.31%, 76.1MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.61%, 11MiB / 3.871GiB, 0.28%, 109MB / 78.2MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 132kB / 219kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.15%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.40%, 27.16MiB / 500MiB, 5.43%, 1.73MB / 307kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.25%, 5.875MiB / 125MiB, 4.70%, 436kB / 248kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.38%, 12.46MiB / 3.871GiB, 0.31%, 76.1MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.60%, 11MiB / 3.871GiB, 0.28%, 109MB / 78.2MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 132kB / 219kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.11%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.21%, 27.16MiB / 500MiB, 5.43%, 1.73MB / 307kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.49%, 5.875MiB / 125MiB, 4.70%, 436kB / 248kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.41%, 12.46MiB / 3.871GiB, 0.31%, 76.1MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.60%, 11MiB / 3.871GiB, 0.28%, 109MB / 78.2MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 132kB / 219kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.11%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.21%, 27.16MiB / 500MiB, 5.43%, 1.73MB / 307kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.49%, 5.875MiB / 125MiB, 4.70%, 436kB / 248kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.41%, 12.46MiB / 3.871GiB, 0.31%, 76.1MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.71%, 11MiB / 3.871GiB, 0.28%, 109MB / 78.2MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 132kB / 219kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.21%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.72%, 27.16MiB / 500MiB, 5.43%, 1.73MB / 307kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.875MiB / 125MiB, 4.70%, 436kB / 248kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.08%, 12.46MiB / 3.871GiB, 0.31%, 76.1MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.71%, 11MiB / 3.871GiB, 0.28%, 109MB / 78.2MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 132kB / 219kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.21%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.72%, 27.16MiB / 500MiB, 5.43%, 1.73MB / 307kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.875MiB / 125MiB, 4.70%, 436kB / 248kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.08%, 12.46MiB / 3.871GiB, 0.31%, 76.1MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.56%, 11MiB / 3.871GiB, 0.28%, 109MB / 78.2MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.23%, 4.125MiB / 50MiB, 8.25%, 133kB / 219kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.17%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.02%, 27.16MiB / 500MiB, 5.43%, 1.73MB / 307kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.68%, 5.875MiB / 125MiB, 4.70%, 437kB / 248kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.86%, 12.46MiB / 3.871GiB, 0.31%, 76.1MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.56%, 11MiB / 3.871GiB, 0.28%, 109MB / 78.2MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.23%, 4.125MiB / 50MiB, 8.25%, 133kB / 219kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.17%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.02%, 27.16MiB / 500MiB, 5.43%, 1.73MB / 307kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.68%, 5.875MiB / 125MiB, 4.70%, 437kB / 248kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.86%, 12.46MiB / 3.871GiB, 0.31%, 76.1MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.56%, 11MiB / 3.871GiB, 0.28%, 109MB / 78.2MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.23%, 4.125MiB / 50MiB, 8.25%, 133kB / 219kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.17%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.02%, 27.16MiB / 500MiB, 5.43%, 1.73MB / 307kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.68%, 5.875MiB / 125MiB, 4.70%, 437kB / 248kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.86%, 12.46MiB / 3.871GiB, 0.31%, 76.1MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 12.54%, 11MiB / 3.871GiB, 0.28%, 109MB / 78.2MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 133kB / 219kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 27.16MiB / 500MiB, 5.43%, 1.73MB / 307kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.29%, 5.875MiB / 125MiB, 4.70%, 437kB / 248kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.54%, 12.46MiB / 3.871GiB, 0.31%, 76.2MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 12.54%, 11MiB / 3.871GiB, 0.28%, 109MB / 78.2MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 133kB / 219kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 27.16MiB / 500MiB, 5.43%, 1.73MB / 307kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.29%, 5.875MiB / 125MiB, 4.70%, 437kB / 248kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.54%, 12.46MiB / 3.871GiB, 0.31%, 76.2MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.64%, 11MiB / 3.871GiB, 0.28%, 109MB / 78.2MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 133kB / 219kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.15%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.58%, 27.16MiB / 500MiB, 5.43%, 1.73MB / 307kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.36%, 5.875MiB / 125MiB, 4.70%, 437kB / 249kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.40%, 12.46MiB / 3.871GiB, 0.31%, 76.2MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.64%, 11MiB / 3.871GiB, 0.28%, 109MB / 78.2MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 133kB / 219kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.15%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.58%, 27.16MiB / 500MiB, 5.43%, 1.73MB / 307kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.36%, 5.875MiB / 125MiB, 4.70%, 437kB / 249kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.40%, 12.46MiB / 3.871GiB, 0.31%, 76.2MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.57%, 11MiB / 3.871GiB, 0.28%, 109MB / 78.2MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 133kB / 219kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.26%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.72%, 27.16MiB / 500MiB, 5.43%, 1.73MB / 307kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.875MiB / 125MiB, 4.70%, 437kB / 249kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.79%, 12.46MiB / 3.871GiB, 0.31%, 76.2MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.57%, 11MiB / 3.871GiB, 0.28%, 109MB / 78.2MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 133kB / 219kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.26%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.72%, 27.16MiB / 500MiB, 5.43%, 1.73MB / 307kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.875MiB / 125MiB, 4.70%, 437kB / 249kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.79%, 12.46MiB / 3.871GiB, 0.31%, 76.2MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.57%, 11MiB / 3.871GiB, 0.28%, 109MB / 78.2MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 133kB / 219kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.20%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.22%, 27.16MiB / 500MiB, 5.43%, 1.74MB / 307kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.875MiB / 125MiB, 4.70%, 437kB / 249kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.04%, 12.46MiB / 3.871GiB, 0.31%, 76.2MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.57%, 11MiB / 3.871GiB, 0.28%, 109MB / 78.2MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 133kB / 219kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.20%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.22%, 27.16MiB / 500MiB, 5.43%, 1.74MB / 307kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.875MiB / 125MiB, 4.70%, 437kB / 249kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.04%, 12.46MiB / 3.871GiB, 0.31%, 76.2MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.10%, 11MiB / 3.871GiB, 0.28%, 109MB / 78.2MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.05%, 4.125MiB / 50MiB, 8.25%, 133kB / 220kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.24%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 27.16MiB / 500MiB, 5.43%, 1.74MB / 307kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.19%, 5.875MiB / 125MiB, 4.70%, 437kB / 249kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 24.52%, 12.46MiB / 3.871GiB, 0.31%, 76.2MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.10%, 11MiB / 3.871GiB, 0.28%, 109MB / 78.2MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.05%, 4.125MiB / 50MiB, 8.25%, 133kB / 220kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.24%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 27.16MiB / 500MiB, 5.43%, 1.74MB / 307kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.19%, 5.875MiB / 125MiB, 4.70%, 437kB / 249kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 24.52%, 12.46MiB / 3.871GiB, 0.31%, 76.2MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.69%, 11MiB / 3.871GiB, 0.28%, 109MB / 78.3MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 133kB / 220kB, 0B / 0B
OK,8,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,8,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 27.16MiB / 500MiB, 5.43%, 1.74MB / 307kB, 27.8MB / 0B
OK,8,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.34%, 5.875MiB / 125MiB, 4.70%, 437kB / 249kB, 160kB / 0B
OK,8,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,8,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.45%, 12.46MiB / 3.871GiB, 0.31%, 76.2MB / 108MB, 4.66MB / 0B
[2J[HOK,8,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.69%, 11MiB / 3.871GiB, 0.28%, 109MB / 78.3MB, 0B / 0B
OK,8,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 133kB / 220kB, 0B / 0B
