[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 0.02%, 11.26MiB / 3.871GiB, 0.28%, 136MB / 98.6MB, 0B / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.36%, 11.28MiB / 3.871GiB, 0.28%, 140MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 162kB / 268kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.22%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.25MiB / 500MiB, 5.85%, 2.13MB / 375kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.35%, 5.895MiB / 125MiB, 4.72%, 534kB / 304kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.21%, 12.47MiB / 3.871GiB, 0.31%, 98.3MB / 139MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.62%, 11.28MiB / 3.871GiB, 0.28%, 140MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 162kB / 268kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.23%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.23%, 29.26MiB / 500MiB, 5.85%, 2.13MB / 375kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.895MiB / 125MiB, 4.72%, 534kB / 304kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 25.71%, 12.47MiB / 3.871GiB, 0.31%, 98.3MB / 139MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.62%, 11.28MiB / 3.871GiB, 0.28%, 140MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 162kB / 268kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.23%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.23%, 29.26MiB / 500MiB, 5.85%, 2.13MB / 375kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.895MiB / 125MiB, 4.72%, 534kB / 304kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 25.71%, 12.47MiB / 3.871GiB, 0.31%, 98.3MB / 139MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.95%, 11.28MiB / 3.871GiB, 0.28%, 140MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 162kB / 268kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.16%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.61%, 29.26MiB / 500MiB, 5.85%, 2.13MB / 375kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.40%, 5.895MiB / 125MiB, 4.72%, 535kB / 304kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.94%, 12.47MiB / 3.871GiB, 0.31%, 98.3MB / 139MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.95%, 11.28MiB / 3.871GiB, 0.28%, 140MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 162kB / 268kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.16%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.61%, 29.26MiB / 500MiB, 5.85%, 2.13MB / 375kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.40%, 5.895MiB / 125MiB, 4.72%, 535kB / 304kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.94%, 12.47MiB / 3.871GiB, 0.31%, 98.3MB / 139MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.95%, 11.28MiB / 3.871GiB, 0.28%, 140MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 162kB / 268kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.26%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.15%, 29.26MiB / 500MiB, 5.85%, 2.13MB / 376kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.16%, 5.895MiB / 125MiB, 4.72%, 535kB / 304kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.26%, 12.47MiB / 3.871GiB, 0.31%, 98.3MB / 139MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.88%, 11.28MiB / 3.871GiB, 0.28%, 140MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 162kB / 268kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.26%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.15%, 29.26MiB / 500MiB, 5.85%, 2.13MB / 376kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.16%, 5.895MiB / 125MiB, 4.72%, 535kB / 304kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.26%, 12.47MiB / 3.871GiB, 0.31%, 98.3MB / 139MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.88%, 11.28MiB / 3.871GiB, 0.28%, 140MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 162kB / 268kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.26%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.15%, 29.26MiB / 500MiB, 5.85%, 2.13MB / 376kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.16%, 5.895MiB / 125MiB, 4.72%, 535kB / 304kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.26%, 12.47MiB / 3.871GiB, 0.31%, 98.3MB / 139MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.80%, 11.28MiB / 3.871GiB, 0.28%, 140MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.10%, 4.125MiB / 50MiB, 8.25%, 162kB / 269kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.22%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.26MiB / 500MiB, 5.85%, 2.13MB / 376kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.33%, 5.895MiB / 125MiB, 4.72%, 535kB / 304kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.18%, 12.47MiB / 3.871GiB, 0.31%, 98.3MB / 139MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.80%, 11.28MiB / 3.871GiB, 0.28%, 140MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.10%, 4.125MiB / 50MiB, 8.25%, 162kB / 269kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.22%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.26MiB / 500MiB, 5.85%, 2.13MB / 376kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.33%, 5.895MiB / 125MiB, 4.72%, 535kB / 304kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.18%, 12.47MiB / 3.871GiB, 0.31%, 98.3MB / 139MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.57%, 11.28MiB / 3.871GiB, 0.28%, 140MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 162kB / 269kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.21%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.26MiB / 500MiB, 5.85%, 2.13MB / 376kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.18%, 5.895MiB / 125MiB, 4.72%, 535kB / 304kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.50%, 12.47MiB / 3.871GiB, 0.31%, 98.3MB / 139MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.57%, 11.28MiB / 3.871GiB, 0.28%, 140MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 162kB / 269kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.21%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.26MiB / 500MiB, 5.85%, 2.13MB / 376kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.18%, 5.895MiB / 125MiB, 4.72%, 535kB / 304kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.50%, 12.47MiB / 3.871GiB, 0.31%, 98.3MB / 139MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.26%, 11.28MiB / 3.871GiB, 0.28%, 140MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 162kB / 269kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.17%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.06%, 29.26MiB / 500MiB, 5.85%, 2.13MB / 376kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.89%, 5.895MiB / 125MiB, 4.72%, 535kB / 304kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.61%, 12.47MiB / 3.871GiB, 0.31%, 98.3MB / 139MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.26%, 11.28MiB / 3.871GiB, 0.28%, 140MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 162kB / 269kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.17%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.06%, 29.26MiB / 500MiB, 5.85%, 2.13MB / 376kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.89%, 5.895MiB / 125MiB, 4.72%, 535kB / 304kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.61%, 12.47MiB / 3.871GiB, 0.31%, 98.3MB / 139MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 11.95%, 11.28MiB / 3.871GiB, 0.28%, 140MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 162kB / 269kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.13%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.61%, 29.38MiB / 500MiB, 5.88%, 2.13MB / 376kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.27%, 5.895MiB / 125MiB, 4.72%, 535kB / 304kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.72%, 12.47MiB / 3.871GiB, 0.31%, 98.3MB / 139MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 11.95%, 11.28MiB / 3.871GiB, 0.28%, 140MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 162kB / 269kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.13%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.61%, 29.38MiB / 500MiB, 5.88%, 2.13MB / 376kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.27%, 5.895MiB / 125MiB, 4.72%, 535kB / 304kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.72%, 12.47MiB / 3.871GiB, 0.31%, 98.3MB / 139MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.11%, 11.28MiB / 3.871GiB, 0.28%, 140MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.15%, 4.125MiB / 50MiB, 8.25%, 162kB / 269kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.16%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.26MiB / 500MiB, 5.85%, 2.13MB / 376kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.48%, 5.895MiB / 125MiB, 4.72%, 535kB / 305kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.74%, 12.47MiB / 3.871GiB, 0.31%, 98.3MB / 139MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.11%, 11.28MiB / 3.871GiB, 0.28%, 140MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.15%, 4.125MiB / 50MiB, 8.25%, 162kB / 269kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.16%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.26MiB / 500MiB, 5.85%, 2.13MB / 376kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.48%, 5.895MiB / 125MiB, 4.72%, 535kB / 305kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.74%, 12.47MiB / 3.871GiB, 0.31%, 98.3MB / 139MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.41%, 11.28MiB / 3.871GiB, 0.28%, 140MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 162kB / 269kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.23%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.26MiB / 500MiB, 5.85%, 2.13MB / 376kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.895MiB / 125MiB, 4.72%, 535kB / 305kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.15%, 12.47MiB / 3.871GiB, 0.31%, 98.4MB / 139MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.41%, 11.28MiB / 3.871GiB, 0.28%, 140MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 162kB / 269kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.23%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.26MiB / 500MiB, 5.85%, 2.13MB / 376kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.895MiB / 125MiB, 4.72%, 535kB / 305kB, 160kB / 0B
OK,1,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,1,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.15%, 12.47MiB / 3.871GiB, 0.31%, 98.4MB / 139MB, 4.66MB / 0B
[2J[HOK,1,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.07%, 11.28MiB / 3.871GiB, 0.28%, 140MB / 101MB, 0B / 0B
OK,1,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 162kB / 269kB, 0B / 0B
OK,1,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.22%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,1,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.26MiB / 500MiB, 5.85%, 2.13MB / 376kB, 27.8MB / 0B
OK,1,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.24%, 5.895MiB / 125MiB, 4.72%, 535kB / 305kB, 160kB / 0B
