[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 0.00%, 9.527MiB / 3.871GiB, 0.24%, 19.2MB / 14MB, 0B / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.25%, 9.664MiB / 3.871GiB, 0.24%, 19.8MB / 14.4MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.07%, 2.004MiB / 50MiB, 4.01%, 23.7kB / 34.7kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.31MiB / 500MiB, 5.06%, 266kB / 49kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.27%, 5.754MiB / 125MiB, 4.60%, 71.1kB / 39.7kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.56%, 10.33MiB / 3.871GiB, 0.26%, 14.1MB / 19.7MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.25%, 9.664MiB / 3.871GiB, 0.24%, 19.8MB / 14.4MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.07%, 2.004MiB / 50MiB, 4.01%, 23.7kB / 34.7kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.31MiB / 500MiB, 5.06%, 266kB / 49kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.27%, 5.754MiB / 125MiB, 4.60%, 71.1kB / 39.7kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.56%, 10.33MiB / 3.871GiB, 0.26%, 14.1MB / 19.7MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.30%, 9.664MiB / 3.871GiB, 0.24%, 19.8MB / 14.4MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 23.7kB / 34.7kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.31MiB / 500MiB, 5.06%, 266kB / 49kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.29%, 5.754MiB / 125MiB, 4.60%, 71.1kB / 39.7kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.71%, 10.33MiB / 3.871GiB, 0.26%, 14.1MB / 19.7MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.30%, 9.664MiB / 3.871GiB, 0.24%, 19.8MB / 14.4MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 23.7kB / 34.7kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.31MiB / 500MiB, 5.06%, 266kB / 49kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.29%, 5.754MiB / 125MiB, 4.60%, 71.1kB / 39.7kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.71%, 10.33MiB / 3.871GiB, 0.26%, 14.1MB / 19.7MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.97%, 9.664MiB / 3.871GiB, 0.24%, 19.8MB / 14.4MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 23.7kB / 34.7kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.22%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 4.19%, 25.32MiB / 500MiB, 5.06%, 266kB / 49kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.18%, 5.754MiB / 125MiB, 4.60%, 71.4kB / 39.8kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.92%, 10.33MiB / 3.871GiB, 0.26%, 14.1MB / 19.7MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.97%, 9.664MiB / 3.871GiB, 0.24%, 19.8MB / 14.4MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 23.7kB / 34.7kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.22%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 4.19%, 25.32MiB / 500MiB, 5.06%, 266kB / 49kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.18%, 5.754MiB / 125MiB, 4.60%, 71.4kB / 39.8kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.92%, 10.33MiB / 3.871GiB, 0.26%, 14.1MB / 19.7MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.77%, 9.664MiB / 3.871GiB, 0.24%, 19.8MB / 14.4MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 23.7kB / 34.7kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.25%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.20%, 25.31MiB / 500MiB, 5.06%, 266kB / 49kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.19%, 5.754MiB / 125MiB, 4.60%, 71.4kB / 39.8kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.23%, 10.33MiB / 3.871GiB, 0.26%, 14.1MB / 19.7MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.77%, 9.664MiB / 3.871GiB, 0.24%, 19.8MB / 14.4MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 23.7kB / 34.7kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.25%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.20%, 25.31MiB / 500MiB, 5.06%, 266kB / 49kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.19%, 5.754MiB / 125MiB, 4.60%, 71.4kB / 39.8kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.23%, 10.33MiB / 3.871GiB, 0.26%, 14.1MB / 19.7MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 15.60%, 9.664MiB / 3.871GiB, 0.24%, 19.8MB / 14.4MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 23.7kB / 34.7kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.32%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.42%, 25.31MiB / 500MiB, 5.06%, 268kB / 49.3kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.24%, 5.754MiB / 125MiB, 4.60%, 71.4kB / 39.8kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.15%, 10.33MiB / 3.871GiB, 0.26%, 14.1MB / 19.7MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 15.60%, 9.664MiB / 3.871GiB, 0.24%, 19.8MB / 14.4MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 23.7kB / 34.7kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.32%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.42%, 25.31MiB / 500MiB, 5.06%, 268kB / 49.3kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.24%, 5.754MiB / 125MiB, 4.60%, 71.4kB / 39.8kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.15%, 10.33MiB / 3.871GiB, 0.26%, 14.1MB / 19.7MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 15.60%, 9.664MiB / 3.871GiB, 0.24%, 19.8MB / 14.4MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 23.7kB / 34.7kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.32%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 25.31MiB / 500MiB, 5.06%, 268kB / 49.3kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.19%, 5.754MiB / 125MiB, 4.60%, 71.6kB / 39.9kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.03%, 10.33MiB / 3.871GiB, 0.26%, 14.1MB / 19.7MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.62%, 9.664MiB / 3.871GiB, 0.24%, 19.8MB / 14.4MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.05%, 2.004MiB / 50MiB, 4.01%, 23.8kB / 34.9kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 25.31MiB / 500MiB, 5.06%, 268kB / 49.3kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.19%, 5.754MiB / 125MiB, 4.60%, 71.6kB / 39.9kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.03%, 10.33MiB / 3.871GiB, 0.26%, 14.1MB / 19.7MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.62%, 9.664MiB / 3.871GiB, 0.24%, 19.8MB / 14.4MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.05%, 2.004MiB / 50MiB, 4.01%, 23.8kB / 34.9kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 25.31MiB / 500MiB, 5.06%, 268kB / 49.3kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.19%, 5.754MiB / 125MiB, 4.60%, 71.6kB / 39.9kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.03%, 10.33MiB / 3.871GiB, 0.26%, 14.1MB / 19.7MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.37%, 9.664MiB / 3.871GiB, 0.24%, 19.8MB / 14.4MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 23.8kB / 34.9kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.20%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.31MiB / 500MiB, 5.06%, 268kB / 49.3kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.33%, 5.754MiB / 125MiB, 4.60%, 71.6kB / 39.9kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.11%, 10.33MiB / 3.871GiB, 0.26%, 14.1MB / 19.8MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.37%, 9.664MiB / 3.871GiB, 0.24%, 19.8MB / 14.4MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 23.8kB / 34.9kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.20%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.31MiB / 500MiB, 5.06%, 268kB / 49.3kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.33%, 5.754MiB / 125MiB, 4.60%, 71.6kB / 39.9kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.11%, 10.33MiB / 3.871GiB, 0.26%, 14.1MB / 19.8MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.40%, 9.664MiB / 3.871GiB, 0.24%, 19.9MB / 14.4MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 23.8kB / 34.9kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.31%, 25.31MiB / 500MiB, 5.06%, 268kB / 49.3kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.19%, 5.754MiB / 125MiB, 4.60%, 71.8kB / 40.1kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.57%, 10.33MiB / 3.871GiB, 0.26%, 14.1MB / 19.8MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.40%, 9.664MiB / 3.871GiB, 0.24%, 19.9MB / 14.4MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 23.8kB / 34.9kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.31%, 25.31MiB / 500MiB, 5.06%, 268kB / 49.3kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.19%, 5.754MiB / 125MiB, 4.60%, 71.8kB / 40.1kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.57%, 10.33MiB / 3.871GiB, 0.26%, 14.1MB / 19.8MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.15%, 9.664MiB / 3.871GiB, 0.24%, 19.9MB / 14.4MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 23.8kB / 34.9kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.14%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.42%, 25.31MiB / 500MiB, 5.06%, 268kB / 49.3kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.14%, 5.754MiB / 125MiB, 4.60%, 71.8kB / 40.1kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.50%, 10.33MiB / 3.871GiB, 0.26%, 14.1MB / 19.8MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.15%, 9.664MiB / 3.871GiB, 0.24%, 19.9MB / 14.4MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 23.8kB / 34.9kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.14%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.42%, 25.31MiB / 500MiB, 5.06%, 268kB / 49.3kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.14%, 5.754MiB / 125MiB, 4.60%, 71.8kB / 40.1kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.50%, 10.33MiB / 3.871GiB, 0.26%, 14.1MB / 19.8MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.87%, 9.664MiB / 3.871GiB, 0.24%, 19.9MB / 14.5MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.13%, 2.004MiB / 50MiB, 4.01%, 24.1kB / 35.3kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.35%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.27%, 25.31MiB / 500MiB, 5.06%, 271kB / 49.7kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.52%, 5.754MiB / 125MiB, 4.60%, 72.2kB / 40.4kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.60%, 10.33MiB / 3.871GiB, 0.26%, 14.1MB / 19.8MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.87%, 9.664MiB / 3.871GiB, 0.24%, 19.9MB / 14.5MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.13%, 2.004MiB / 50MiB, 4.01%, 24.1kB / 35.3kB, 0B / 0B
