[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 0.01%, 10MiB / 3.871GiB, 0.25%, 37.9MB / 27.9MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.23%, 2.023MiB / 50MiB, 4.05%, 37.6kB / 58kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.21%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.37MiB / 500MiB, 5.07%, 452kB / 81.7kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.67%, 5.84MiB / 125MiB, 4.67%, 117kB / 66.6kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.11%, 11.02MiB / 3.871GiB, 0.28%, 27.8MB / 38.5MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.63%, 10MiB / 3.871GiB, 0.25%, 38.7MB / 28.4MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.23%, 2.023MiB / 50MiB, 4.05%, 37.6kB / 58kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.21%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.37MiB / 500MiB, 5.07%, 452kB / 81.7kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.67%, 5.84MiB / 125MiB, 4.67%, 117kB / 66.6kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.11%, 11.02MiB / 3.871GiB, 0.28%, 27.8MB / 38.5MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.95%, 10MiB / 3.871GiB, 0.25%, 38.7MB / 28.4MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.023MiB / 50MiB, 4.05%, 37.6kB / 58kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.21%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 25.37MiB / 500MiB, 5.07%, 452kB / 81.7kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.84MiB / 125MiB, 4.67%, 117kB / 66.6kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.53%, 11.02MiB / 3.871GiB, 0.28%, 27.9MB / 38.5MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.95%, 10MiB / 3.871GiB, 0.25%, 38.7MB / 28.4MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.023MiB / 50MiB, 4.05%, 37.6kB / 58kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.21%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 25.37MiB / 500MiB, 5.07%, 452kB / 81.7kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.84MiB / 125MiB, 4.67%, 117kB / 66.6kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.53%, 11.02MiB / 3.871GiB, 0.28%, 27.9MB / 38.5MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.62%, 10MiB / 3.871GiB, 0.25%, 38.7MB / 28.4MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.023MiB / 50MiB, 4.05%, 37.6kB / 58kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.26%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.91%, 25.37MiB / 500MiB, 5.07%, 452kB / 81.7kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.21%, 5.84MiB / 125MiB, 4.67%, 117kB / 66.6kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.15%, 11.02MiB / 3.871GiB, 0.28%, 27.9MB / 38.5MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.62%, 10MiB / 3.871GiB, 0.25%, 38.7MB / 28.4MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.023MiB / 50MiB, 4.05%, 37.6kB / 58kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.26%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.91%, 25.37MiB / 500MiB, 5.07%, 452kB / 81.7kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.21%, 5.84MiB / 125MiB, 4.67%, 117kB / 66.6kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.15%, 11.02MiB / 3.871GiB, 0.28%, 27.9MB / 38.5MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.15%, 10MiB / 3.871GiB, 0.25%, 38.7MB / 28.4MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.023MiB / 50MiB, 4.05%, 37.6kB / 58kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.17%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.11%, 25.37MiB / 500MiB, 5.07%, 452kB / 81.7kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.35%, 5.84MiB / 125MiB, 4.67%, 118kB / 66.9kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.23%, 11.02MiB / 3.871GiB, 0.28%, 27.9MB / 38.5MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.15%, 10MiB / 3.871GiB, 0.25%, 38.7MB / 28.4MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.023MiB / 50MiB, 4.05%, 37.6kB / 58kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.17%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.11%, 25.37MiB / 500MiB, 5.07%, 452kB / 81.7kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.35%, 5.84MiB / 125MiB, 4.67%, 118kB / 66.9kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.23%, 11.02MiB / 3.871GiB, 0.28%, 27.9MB / 38.5MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 11.45%, 10MiB / 3.871GiB, 0.25%, 38.7MB / 28.4MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.023MiB / 50MiB, 4.05%, 37.6kB / 58kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.15%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.33%, 25.37MiB / 500MiB, 5.07%, 454kB / 82kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.24%, 5.84MiB / 125MiB, 4.67%, 118kB / 66.9kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.43%, 11.02MiB / 3.871GiB, 0.28%, 27.9MB / 38.5MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 11.45%, 10MiB / 3.871GiB, 0.25%, 38.7MB / 28.4MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.023MiB / 50MiB, 4.05%, 37.6kB / 58kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.15%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.33%, 25.37MiB / 500MiB, 5.07%, 454kB / 82kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.24%, 5.84MiB / 125MiB, 4.67%, 118kB / 66.9kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.43%, 11.02MiB / 3.871GiB, 0.28%, 27.9MB / 38.5MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.43%, 10MiB / 3.871GiB, 0.25%, 38.7MB / 28.4MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.06%, 2.023MiB / 50MiB, 4.05%, 37.8kB / 58.3kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.21%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.02%, 25.37MiB / 500MiB, 5.07%, 454kB / 82kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.25%, 5.84MiB / 125MiB, 4.67%, 118kB / 67.1kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.59%, 11.02MiB / 3.871GiB, 0.28%, 27.9MB / 38.6MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.43%, 10MiB / 3.871GiB, 0.25%, 38.7MB / 28.4MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.06%, 2.023MiB / 50MiB, 4.05%, 37.8kB / 58.3kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.21%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.02%, 25.37MiB / 500MiB, 5.07%, 454kB / 82kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.25%, 5.84MiB / 125MiB, 4.67%, 118kB / 67.1kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.59%, 11.02MiB / 3.871GiB, 0.28%, 27.9MB / 38.6MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.31%, 10MiB / 3.871GiB, 0.25%, 38.7MB / 28.4MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.023MiB / 50MiB, 4.05%, 37.8kB / 58.3kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.17%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.37MiB / 500MiB, 5.07%, 454kB / 82kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.84MiB / 125MiB, 4.67%, 118kB / 67.1kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.25%, 11.02MiB / 3.871GiB, 0.28%, 27.9MB / 38.6MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.31%, 10MiB / 3.871GiB, 0.25%, 38.7MB / 28.4MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.023MiB / 50MiB, 4.05%, 37.8kB / 58.3kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.17%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.37MiB / 500MiB, 5.07%, 454kB / 82kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.84MiB / 125MiB, 4.67%, 118kB / 67.1kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.25%, 11.02MiB / 3.871GiB, 0.28%, 27.9MB / 38.6MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.98%, 10MiB / 3.871GiB, 0.25%, 38.8MB / 28.4MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.023MiB / 50MiB, 4.05%, 37.8kB / 58.3kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.26%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.80%, 25.37MiB / 500MiB, 5.07%, 454kB / 82kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.50%, 5.84MiB / 125MiB, 4.67%, 118kB / 67.2kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 24.32%, 11.02MiB / 3.871GiB, 0.28%, 27.9MB / 38.6MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.98%, 10MiB / 3.871GiB, 0.25%, 38.8MB / 28.4MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.023MiB / 50MiB, 4.05%, 37.8kB / 58.3kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.26%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.80%, 25.37MiB / 500MiB, 5.07%, 454kB / 82kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.50%, 5.84MiB / 125MiB, 4.67%, 118kB / 67.2kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 24.32%, 11.02MiB / 3.871GiB, 0.28%, 27.9MB / 38.6MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.98%, 10MiB / 3.871GiB, 0.25%, 38.8MB / 28.4MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.023MiB / 50MiB, 4.05%, 37.8kB / 58.3kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.26%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.80%, 25.37MiB / 500MiB, 5.07%, 454kB / 82kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.50%, 5.84MiB / 125MiB, 4.67%, 118kB / 67.2kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 24.32%, 11.02MiB / 3.871GiB, 0.28%, 27.9MB / 38.6MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.69%, 10MiB / 3.871GiB, 0.25%, 38.8MB / 28.5MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.023MiB / 50MiB, 4.05%, 37.8kB / 58.3kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.14%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.40%, 25.37MiB / 500MiB, 5.07%, 454kB / 82kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.26%, 5.84MiB / 125MiB, 4.67%, 118kB / 67.2kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.16%, 11.02MiB / 3.871GiB, 0.28%, 27.9MB / 38.6MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.69%, 10MiB / 3.871GiB, 0.25%, 38.8MB / 28.5MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.023MiB / 50MiB, 4.05%, 37.8kB / 58.3kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.14%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.40%, 25.37MiB / 500MiB, 5.07%, 454kB / 82kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.26%, 5.84MiB / 125MiB, 4.67%, 118kB / 67.2kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.16%, 11.02MiB / 3.871GiB, 0.28%, 27.9MB / 38.6MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 12.14%, 10MiB / 3.871GiB, 0.25%, 38.8MB / 28.5MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.18%, 2.023MiB / 50MiB, 4.05%, 37.9kB / 58.5kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.23%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.24%, 25.37MiB / 500MiB, 5.07%, 456kB / 82.4kB, 27.8MB / 0B
OK,1,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.33%, 5.84MiB / 125MiB, 4.67%, 118kB / 67.3kB, 160kB / 0B
OK,1,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,1,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.69%, 11.02MiB / 3.871GiB, 0.28%, 27.9MB / 38.6MB, 4.66MB / 0B
[2J[HOK,1,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 12.14%, 10MiB / 3.871GiB, 0.25%, 38.8MB / 28.5MB, 0B / 0B
OK,1,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.18%, 2.023MiB / 50MiB, 4.05%, 37.9kB / 58.5kB, 0B / 0B
OK,1,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.23%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,1,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.24%, 25.37MiB / 500MiB, 5.07%, 456kB / 82.4kB, 27.8MB / 0B
