[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.141MiB / 50MiB, 6.28%, 2.83kB / 1.42kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.27%, 9.332MiB / 50MiB, 18.66%, 3.48kB / 912B, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.00%, 21.66MiB / 500MiB, 4.33%, 25.5kB / 5.25kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 7.51%, 7.914MiB / 3.871GiB, 0.20%, 736kB / 475kB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.27%, 3.926MiB / 125MiB, 3.14%, 11kB / 5.61kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 20.30%, 9.484MiB / 3.871GiB, 0.24%, 452kB / 725kB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.91kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 5.02kB / 4.21kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.27%, 9.332MiB / 50MiB, 18.66%, 3.48kB / 912B, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.00%, 21.66MiB / 500MiB, 4.33%, 25.5kB / 5.25kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 7.51%, 7.914MiB / 3.871GiB, 0.20%, 736kB / 475kB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.27%, 3.926MiB / 125MiB, 3.14%, 11kB / 5.61kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 20.30%, 9.484MiB / 3.871GiB, 0.24%, 452kB / 725kB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.91kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 5.02kB / 4.21kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.26%, 9.332MiB / 50MiB, 18.66%, 3.55kB / 978B, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 1.53%, 21.78MiB / 500MiB, 4.36%, 25.6kB / 5.32kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 8.06%, 7.914MiB / 3.871GiB, 0.20%, 759kB / 485kB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.37%, 3.945MiB / 125MiB, 3.16%, 11.2kB / 5.71kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 25.09%, 9.484MiB / 3.871GiB, 0.24%, 461kB / 749kB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.91kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 5.02kB / 4.21kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.26%, 9.332MiB / 50MiB, 18.66%, 3.55kB / 978B, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 1.53%, 21.78MiB / 500MiB, 4.36%, 25.6kB / 5.32kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 8.06%, 7.914MiB / 3.871GiB, 0.20%, 759kB / 485kB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.37%, 3.945MiB / 125MiB, 3.16%, 11.2kB / 5.71kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 25.09%, 9.484MiB / 3.871GiB, 0.24%, 461kB / 749kB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.91kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.11%, 3.184MiB / 50MiB, 6.37%, 5.34kB / 4.62kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.21%, 9.332MiB / 50MiB, 18.66%, 3.55kB / 978B, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 1.53%, 21.78MiB / 500MiB, 4.36%, 25.6kB / 5.32kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 8.43%, 7.914MiB / 3.871GiB, 0.20%, 769kB / 493kB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.49%, 3.945MiB / 125MiB, 3.16%, 11.6kB / 6.03kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 19.72%, 9.613MiB / 3.871GiB, 0.24%, 469kB / 759kB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.91kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.11%, 3.184MiB / 50MiB, 6.37%, 5.34kB / 4.62kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.21%, 9.332MiB / 50MiB, 18.66%, 3.55kB / 978B, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.00%, 21.66MiB / 500MiB, 4.33%, 25.6kB / 5.32kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 8.43%, 7.914MiB / 3.871GiB, 0.20%, 769kB / 493kB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.49%, 3.945MiB / 125MiB, 3.16%, 11.6kB / 6.03kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 19.72%, 9.613MiB / 3.871GiB, 0.24%, 469kB / 759kB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.91kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.11%, 3.184MiB / 50MiB, 6.37%, 5.34kB / 4.62kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.21%, 9.332MiB / 50MiB, 18.66%, 3.55kB / 978B, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.00%, 21.66MiB / 500MiB, 4.33%, 25.6kB / 5.32kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 8.43%, 7.914MiB / 3.871GiB, 0.20%, 769kB / 493kB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.49%, 3.945MiB / 125MiB, 3.16%, 11.6kB / 6.03kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 19.72%, 9.613MiB / 3.871GiB, 0.24%, 469kB / 759kB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.91kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 5.34kB / 4.62kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.20%, 9.332MiB / 50MiB, 18.66%, 3.55kB / 978B, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.27%, 21.66MiB / 500MiB, 4.33%, 27.6kB / 5.7kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 12.79%, 7.918MiB / 3.871GiB, 0.20%, 781kB / 503kB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.32%, 3.949MiB / 125MiB, 3.16%, 11.6kB / 6.03kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 21.16%, 9.496MiB / 3.871GiB, 0.24%, 477kB / 770kB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.91kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 5.34kB / 4.62kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.20%, 9.332MiB / 50MiB, 18.66%, 3.55kB / 978B, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.27%, 21.66MiB / 500MiB, 4.33%, 27.6kB / 5.7kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 12.79%, 7.918MiB / 3.871GiB, 0.20%, 781kB / 503kB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.32%, 3.949MiB / 125MiB, 3.16%, 11.6kB / 6.03kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 21.16%, 9.496MiB / 3.871GiB, 0.24%, 477kB / 770kB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.91kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 5.34kB / 4.62kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.18%, 9.332MiB / 50MiB, 18.66%, 3.55kB / 978B, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.21%, 21.66MiB / 500MiB, 4.33%, 27.6kB / 5.7kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 9.21%, 7.918MiB / 3.871GiB, 0.20%, 792kB / 511kB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.27%, 3.953MiB / 125MiB, 3.16%, 11.7kB / 6.03kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 21.83%, 9.496MiB / 3.871GiB, 0.24%, 485kB / 781kB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.91kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 5.34kB / 4.62kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.18%, 9.332MiB / 50MiB, 18.66%, 3.55kB / 978B, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.21%, 21.66MiB / 500MiB, 4.33%, 27.6kB / 5.7kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 9.21%, 7.918MiB / 3.871GiB, 0.20%, 792kB / 511kB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.27%, 3.953MiB / 125MiB, 3.16%, 11.7kB / 6.03kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 21.83%, 9.496MiB / 3.871GiB, 0.24%, 485kB / 781kB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.91kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 5.34kB / 4.62kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.22%, 9.332MiB / 50MiB, 18.66%, 3.55kB / 978B, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.36%, 21.66MiB / 500MiB, 4.33%, 27.6kB / 5.7kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 8.97%, 7.918MiB / 3.871GiB, 0.20%, 803kB / 519kB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.20%, 3.957MiB / 125MiB, 3.17%, 11.7kB / 6.03kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 20.58%, 9.496MiB / 3.871GiB, 0.24%, 493kB / 791kB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.91kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 5.34kB / 4.62kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.22%, 9.332MiB / 50MiB, 18.66%, 3.55kB / 978B, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.36%, 21.66MiB / 500MiB, 4.33%, 27.6kB / 5.7kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 8.97%, 7.918MiB / 3.871GiB, 0.20%, 803kB / 519kB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.20%, 3.957MiB / 125MiB, 3.17%, 11.7kB / 6.03kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 20.58%, 9.496MiB / 3.871GiB, 0.24%, 493kB / 791kB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.91kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 5.34kB / 4.62kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.18%, 9.332MiB / 50MiB, 18.66%, 3.59kB / 1.02kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 1.24%, 21.66MiB / 500MiB, 4.33%, 27.6kB / 5.7kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 6.82%, 7.93MiB / 3.871GiB, 0.20%, 826kB / 529kB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.30%, 3.965MiB / 125MiB, 3.17%, 11.9kB / 6.14kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 22.34%, 9.5MiB / 3.871GiB, 0.24%, 503kB / 815kB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.91kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 5.34kB / 4.62kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.18%, 9.332MiB / 50MiB, 18.66%, 3.59kB / 1.02kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 1.24%, 21.66MiB / 500MiB, 4.33%, 27.6kB / 5.7kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 6.82%, 7.93MiB / 3.871GiB, 0.20%, 826kB / 529kB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.30%, 3.965MiB / 125MiB, 3.17%, 11.9kB / 6.14kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 22.34%, 9.5MiB / 3.871GiB, 0.24%, 503kB / 815kB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.91kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.06%, 3.184MiB / 50MiB, 6.37%, 5.51kB / 4.85kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.31%, 9.332MiB / 50MiB, 18.66%, 3.59kB / 1.02kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.00%, 21.66MiB / 500MiB, 4.33%, 27.6kB / 5.7kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 8.31%, 7.934MiB / 3.871GiB, 0.20%, 837kB / 537kB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.42%, 3.965MiB / 125MiB, 3.17%, 12.2kB / 6.25kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 21.36%, 9.5MiB / 3.871GiB, 0.24%, 511kB / 825kB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.91kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.06%, 3.184MiB / 50MiB, 6.37%, 5.51kB / 4.85kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.31%, 9.332MiB / 50MiB, 18.66%, 3.59kB / 1.02kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.00%, 21.66MiB / 500MiB, 4.33%, 27.6kB / 5.7kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 8.31%, 7.934MiB / 3.871GiB, 0.20%, 837kB / 537kB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.42%, 3.965MiB / 125MiB, 3.17%, 12.2kB / 6.25kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 21.36%, 9.5MiB / 3.871GiB, 0.24%, 511kB / 825kB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.91kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 5.51kB / 4.85kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.16%, 9.332MiB / 50MiB, 18.66%, 3.59kB / 1.02kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.41%, 21.66MiB / 500MiB, 4.33%, 29.6kB / 6.07kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 9.92%, 7.934MiB / 3.871GiB, 0.20%, 848kB / 547kB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.33%, 3.965MiB / 125MiB, 3.17%, 12.2kB / 6.25kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 20.77%, 9.504MiB / 3.871GiB, 0.24%, 519kB / 836kB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.91kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 5.51kB / 4.85kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.16%, 9.332MiB / 50MiB, 18.66%, 3.59kB / 1.02kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.41%, 21.66MiB / 500MiB, 4.33%, 29.6kB / 6.07kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 9.92%, 7.934MiB / 3.871GiB, 0.20%, 848kB / 547kB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.33%, 3.965MiB / 125MiB, 3.17%, 12.2kB / 6.25kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 20.77%, 9.504MiB / 3.871GiB, 0.24%, 519kB / 836kB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.91kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 5.51kB / 4.85kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.21%, 9.332MiB / 50MiB, 18.66%, 3.59kB / 1.02kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.00%, 21.66MiB / 500MiB, 4.33%, 29.6kB / 6.07kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 9.46%, 7.934MiB / 3.871GiB, 0.20%, 858kB / 555kB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.35%, 3.969MiB / 125MiB, 3.17%, 12.2kB / 6.25kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 20.50%, 9.508MiB / 3.871GiB, 0.24%, 527kB / 847kB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.91kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 5.51kB / 4.85kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.21%, 9.332MiB / 50MiB, 18.66%, 3.59kB / 1.02kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.00%, 21.66MiB / 500MiB, 4.33%, 29.6kB / 6.07kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 9.46%, 7.934MiB / 3.871GiB, 0.20%, 858kB / 555kB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.35%, 3.969MiB / 125MiB, 3.17%, 12.2kB / 6.25kB, 1.22MB / 0B
